summary_date,sleep.period_id,sleep.is_longest,sleep.deep,sleep.bedtime_start,sleep.bedtime_end,sleep.duration,sleep.total,sleep.awake,sleep.rem,sleep.light,sleep.deep,sleep.hr_lowest,sleep.hr_average,sleep.efficiency,sleep.onset_latency,sleep.restless,sleep.temperature_delta,sleep.breath_average,sleep.score,sleep.rmssd,activity.score,activity.daily_movement,activity.non_wear,activity.rest,activity.inactive,activity.low,activity.medium,activity.high,activity.steps,activity.cal_total,activity.cal_active,readiness.period_id,readiness.score
2022-12-10,0,1,1890,2022-12-10T21:18:01-08:00,2022-12-11T05:32:01-08:00,29640,28200,1440,12390,13920,1890,57.0,64.24,95,1020,3,-0.22,15.0,92,20,91.0,16807,0,551,447,343,36,63,15268,3367,1074,0,79
2022-12-11,1,1,2700,2022-12-11T22:23:30-08:00,2022-12-12T06:38:30-08:00,29700,27450,2250,11910,12840,2700,60.0,65.011,92,420,3,0.18,15.0,88,20,88.0,16602,0,507,483,351,67,32,15274,3297,1009,1,81
2022-12-12,1,1,3690,2022-12-12T21:00:42-08:00,2022-12-13T06:40:42-08:00,34800,29940,4860,13350,12900,3690,58.0,65.075,86,930,2,0.49,15.0,92,20,76.0,6553,72,641,518,174,4,31,6840,2678,453,1,80
2022-12-13,0,1,6390,2022-12-13T19:44:54-08:00,2022-12-14T06:28:54-08:00,38640,32460,6180,10110,15960,6390,58.0,63.552,84,960,3,-0.2,15.375,96,24,74.0,11413,0,613,486,280,25,36,11236,3003,730,0,88
2022-12-14,0,1,4440,2022-12-14T18:39:15-08:00,2022-12-15T05:40:15-08:00,39660,36240,3420,13680,18120,4440,56.0,60.461,91,390,3,0.06,15.0,95,30,72.0,8970,0,660,498,206,76,0,8221,2794,536,0,93
2022-12-15,0,1,3420,2022-12-15T20:27:14-08:00,2022-12-16T05:19:14-08:00,31920,30510,1410,6660,20430,3420,55.0,63.04,96,540,3,0.36,14.75,91,21,79.0,7468,0,594,585,199,62,0,8648,2756,494,0,81
2022-12-16,0,1,4200,2022-12-16T20:30:51-08:00,2022-12-17T07:04:51-08:00,38040,33480,4560,11550,17730,4200,55.0,63.133,88,990,3,-0.33,14.75,97,38,89.0,2563,67,556,581,233,3,0,4114,2439,191,0,94
2022-12-17,1,1,4140,2022-12-17T21:09:06-08:00,2022-12-18T05:57:06-08:00,31680,29490,2190,9120,16230,4140,57.0,59.608,93,240,3,-0.17,14.875,92,28,90.0,10613,0,585,587,190,78,0,8742,2865,651,1,93
2022-12-18,0,1,4770,2022-12-18T20:38:54-08:00,2022-12-19T04:45:54-08:00,29220,27180,2040,6900,15510,4770,57.0,59.628,93,750,3,-0.11,15.25,91,31,84.0,5280,0,624,523,281,12,0,6565,2515,308,0,96
2022-12-19,0,1,3510,2022-12-19T21:06:49-08:00,2022-12-20T07:23:49-08:00,37020,32820,4200,13590,15720,3510,60.0,63.825,89,360,2,-0.14,14.875,91,20,79.0,10329,33,459,660,202,86,0,10930,2896,610,0,90
2022-12-20,0,1,3750,2022-12-20T20:15:14-08:00,2022-12-21T05:45:14-08:00,34200,30330,3870,12870,13710,3750,57.0,62.241,89,1050,2,-0.25,14.625,94,22,74.0,4708,0,650,554,212,24,0,6306,2487,288,0,96
2022-12-21,0,1,3030,2022-12-21T20:31:12-08:00,2022-12-22T06:31:12-08:00,36000,30630,5370,12300,15300,3030,58.0,63.174,85,810,2,-0.09,14.5,91,18,75.0,4488,0,539,625,261,15,0,4857,2535,295,0,95
2022-12-22,0,1,4080,2022-12-22T19:59:51-08:00,2022-12-23T05:50:51-08:00,35460,31140,4320,13770,13290,4080,59.0,63.62,88,600,2,-0.15,15.75,95,21,76.0,6314,48,586,562,205,33,6,7648,2568,389,0,95
2022-12-23,0,1,3510,2022-12-23T21:25:16-08:00,2022-12-24T06:57:16-08:00,34320,28740,5580,7770,17460,3510,60.0,65.317,84,210,3,0.02,15.625,89,19,81.0,14880,0,486,590,295,9,60,14018,3113,891,0,79
2022-12-24,0,1,10380,2022-12-24T20:55:47-08:00,2022-12-25T06:20:47-08:00,33900,30870,3030,11040,9450,10380,57.0,66.102,91,180,3,0.29,15.25,95,27,79.0,7359,0,614,391,419,16,0,9517,2658,432,0,91
2022-12-25,0,1,4770,2022-12-25T20:18:51-08:00,2022-12-26T07:21:51-08:00,39780,35370,4410,12750,17850,4770,58.0,66.132,89,300,2,0.06,15.25,95,22,83.0,10724,63,584,427,325,12,29,10674,2932,687,0,90
2022-12-26,0,1,4080,2022-12-26T20:30:05-08:00,2022-12-27T06:26:05-08:00,35760,31770,3990,11160,16530,4080,57.0,61.811,89,1050,3,0.13,14.75,96,25,78.0,7618,0,598,597,202,22,21,6067,2652,465,0,91
2022-12-27,1,1,2550,2022-12-27T21:25:17-08:00,2022-12-28T07:19:17-08:00,35640,31200,4440,11040,17610,2550,57.0,62.798,88,420,2,0.13,15.125,90,26,80.0,3470,0,668,559,208,5,0,4563,2379,209,1,95
2022-12-28,1,1,4890,2022-12-28T19:35:04-08:00,2022-12-29T08:03:04-08:00,44880,33900,10980,12000,17010,4890,55.0,60.871,76,840,2,0.21,15.0,92,29,84.0,7395,46,614,426,336,18,0,9148,2647,413,1,96
2022-12-29,0,1,1380,2022-12-29T20:36:57-08:00,2022-12-30T07:00:57-08:00,37440,30840,6600,10380,19080,1380,63.0,66.925,82,660,3,-0.19,16.125,87,23,81.0,5867,0,709,481,221,29,0,4764,2516,352,0,87
2022-12-30,0,1,4320,2022-12-30T21:01:16-08:00,2022-12-31T06:50:16-08:00,35340,30420,4920,13050,13050,4320,58.0,64.324,86,1050,3,0.08,14.75,93,20,79.0,11513,0,569,510,295,65,1,13339,2890,656,0,89
2022-12-31,0,1,7170,2022-12-31T22:34:57-08:00,2023-01-01T08:02:57-08:00,34080,27720,6360,9030,11520,7170,59.0,63.259,81,810,3,-0.5,15.625,91,32,77.0,3074,0,517,713,208,2,0,4101,2401,190,0,93
2023-01-01,0,1,5850,2023-01-01T21:07:07-08:00,2023-01-02T06:25:07-08:00,33480,31890,1590,10200,15840,5850,58.0,62.945,95,630,3,-0.08,14.75,96,20,84.0,17325,76,611,316,368,25,44,11105,3284,1046,0,89
