Date,Active Energy (kcal),Basal Energy Burned (kcal),Heart Rate Variability (ms),Resting Heart Rate (count/min),Sleep Analysis [Asleep] (hr),Sleep Analysis [In Bed] (hr),Sleep Analysis [Core] (hr),Sleep Analysis [Deep] (hr),Sleep Analysis [REM] (hr),Sleep Analysis [Awake] (hr),VO2 Max (ml/(kg·min)),Walking Heart Rate Average (count/min),Weight & Body Mass (lb) 
2021-10-25 00:00:00,598.7,2302,,75,0.0,8.994917618897226,0.0,0.0,0.0,0.0,27.28,117, 
2021-10-26 00:00:00,527.73,2372,,74,0.0,8.281586306360033,0.0,0.0,0.0,0.0,,99, 
2021-10-27 00:00:00,708.96,2340,23.56,73,0.0,9.000347921682728,0.0,0.0,0.0,0.0,27.05,162, 
2021-10-28 00:00:00,512.18,2344,11.54,79,0.0,9.000276010831197,0.0,0.0,0.0,0.0,,106, 
2021-10-29 00:00:00,563.64,2343,21.09,76,,,,,,,,94.5, 
2021-10-30 00:00:00,1080,2232,22.57,76,,,,,,,27.1,119.5, 
2021-10-31 00:00:00,641.92,2246,51.72,69,0.0,8.933333333333334,0.0,0.0,0.0,0.0,28,99, 
2021-11-01 00:00:00,401.33,2270,31.87,73,0.0,9.00012093361881,0.0,0.0,0.0,0.0,,97.5, 
2021-11-02 00:00:00,798.86,2336,,74,0.0,8.554722222222223,0.0,0.0,0.0,0.0,28.19,157, 
2021-11-03 00:00:00,756.82,2353,18.07,74,0.0,8.000632398890124,0.0,0.0,0.0,0.0,28.24,162, 
2021-11-04 00:00:00,256.13,2153,29.51,71,,,,,,,,130, 
2021-11-05 00:00:00,449.57,2316,,68,0.0,8.583333333333334,0.0,0.0,0.0,0.0,,91, 
2021-11-06 00:00:00,1612,2285,24.29,79,,,,,,,28.29,99, 
2021-11-07 00:00:00,496.24,2320,,66,,,,,,,29.03,110, 
2021-11-08 00:00:00,550.55,2366,39.16,71,0.0,8.317325223286947,0.0,0.0,0.0,0.0,,91, 
2021-11-09 00:00:00,810.77,2419,25.82,75,0.0,8.132787065539095,0.0,0.0,0.0,0.0,29.02,155, 
2021-11-10 00:00:00,431.03,2304,,64,,,,,,,,91, 
2021-11-11 00:00:00,681.79,2367,35.53,73,0.8394098278880119,8.496208096378378,0.0,0.0,0.0,0.0,29.13,124, 
2021-11-12 00:00:00,594.9,2352,15.75,69,,,,,,,29.19,103, 
2021-11-13 00:00:00,1348,2268,26.79,78,,,,,,,29.13,117, 
2021-11-14 00:00:00,1083,2335,29.06,79,0.0,8.533519533342785,0.0,0.0,0.0,0.0,,101,209.6 
2021-11-15 00:00:00,663.63,2269,29.32,68,0.0,8.953333333333333,0.0,0.0,0.0,0.0,,95, 
2021-11-16 00:00:00,496.62,2308,27.9,72,0.0,7.42786669138405,0.0,0.0,0.0,0.0,,93.5, 
2021-11-17 00:00:00,503.49,2323,,73,,,,,,,,104, 
2021-11-18 00:00:00,742.53,2291,27.61,72,0.0,7.56138888888889,0.0,0.0,0.0,0.0,29.57,114, 
2021-11-19 00:00:00,1018,2271,21.02,73,0.0,8.048503636949592,0.0,0.0,0.0,0.0,29.58,112, 
2021-11-20 00:00:00,1847,2255,27.38,79,,,,,,,,112, 
2021-11-21 00:00:00,1260,2301,23.57,75,0.0,8.221043278243807,0.0,0.0,0.0,0.0,30.04,113.5, 
2021-11-22 00:00:00,656.74,2289,,73,0.0,7.995,0.0,0.0,0.0,0.0,,100.5, 
2021-11-23 00:00:00,1605,2337,17.77,73,0.0,7.893888888888889,0.0,0.0,0.0,0.0,29.45,102, 
2021-11-24 00:00:00,710.46,2439,42.65,68,,,,,,,,106, 
2021-11-25 00:00:00,392.14,2172,38.2,76,0.96483329753081,6.629075103269683,0.0,0.0,0.0,0.21023950828446283,,110.5, 
2021-11-26 00:00:00,474.8,2258,28.85,75,0.0,8.531242994732327,0.0,0.0,0.0,0.0,,106.5, 
2021-11-27 00:00:00,492.24,2270,32.64,71,,,,,,,29.35,97, 
2021-11-28 00:00:00,443.78,2199,27.95,74,,,,,,,,94, 
2021-11-29 00:00:00,465.56,2313,,76,0.0,8.958103313346705,0.0,0.0,0.0,0.0,,99, 
2021-11-30 00:00:00,446.05,2348,,77,0.0,7.75322341610988,0.0,0.0,0.0,0.0,,96, 
2021-12-01 00:00:00,471.55,2290,32.88,72,0.0,8.902508806950516,0.0,0.0,0.0,0.0,,92, 
2021-12-02 00:00:00,472.25,2272,20.24,73,0.0,8.57229494528638,0.0,0.0,0.0,0.0,,96.5, 
2021-12-03 00:00:00,720.8,2242,22.93,75,,,,,,,,96,208.8 
2021-12-04 00:00:00,2291,2323,18.73,69.78,7.166666666666667,8.033333333333333,0.0,0.0,0.0,0.6000000000000001,,118, 
2021-12-05 00:00:00,388.81,2173,,72,,,,,,,,103, 
2021-12-06 00:00:00,641.98,2243,17.39,66.67,8.494166727761428,9.52388894998365,0.0,0.0,0.0,1.0286111111111111,29.44,117, 
2021-12-07 00:00:00,532.62,2326,23.98,67.5,7.416666666666667,7.85990068472094,0.0,0.0,0.0,0.0,,95, 
2021-12-08 00:00:00,489.96,2307,21.72,66,,,,,,,,94, 
2021-12-09 00:00:00,380.3,2206,26.65,63,8.075555182496707,8.159166293607818,0.0,0.0,0.0,0.08305555555555555,,89, 
2021-12-10 00:00:00,492.93,2370,28.51,66.5,8.666944444444445,9.033333333333333,0.0,0.0,0.0,0.0,,90, 
2021-12-11 00:00:00,329.82,2166,29.24,64,9.198888888888888,10.966666666666667,0.0,0.0,0.0,0.5502777777777779,,82, 
2021-12-12 00:00:00,443.51,2247,19.98,66.33,7.6000000000000005,8.917128584716055,0.0,0.0,0.0,0.5783333333333334,,122, 
2021-12-13 00:00:00,503.52,2341,24.99,71,,,,,,,,96, 
2021-12-14 00:00:00,473.02,2337,28.7,71.5,6.858333333333333,7.668333333333334,0.0,0.0,0.0,0.0,,117.5, 
2021-12-15 00:00:00,475.48,2321,22.17,69,,,,,,,,92, 
2021-12-16 00:00:00,468.63,2298,22.22,74,6.416944444444445,8.279444444444444,0.0,0.0,0.0,0.0,,100, 
2021-12-17 00:00:00,455.36,2313,30.78,74.5,9.283333333333331,9.7,0.0,0.0,0.0,0.0,,126, 
2021-12-18 00:00:00,516.34,2385,30.45,76.5,7.05,7.883333333333334,0.0,0.0,0.0,0.3516666666666667,,, 
2021-12-19 00:00:00,332.72,2170,30.83,72.5,7.041666666666667,8.178611111111111,0.0,0.0,0.0,0.0,,102, 
2021-12-20 00:00:00,482.13,2300,30.6,70.75,7.008333333333334,8.529289571245512,0.0,0.0,0.0,1.6569444444444443,,95, 
2021-12-21 00:00:00,413.35,2262,21.76,72,,,,,,,,120.5, 
2021-12-22 00:00:00,470.26,2379,20.43,74.67,7.566666666666667,8.604963942004575,0.0,0.0,0.0,0.7497222222222222,,, 
2021-12-23 00:00:00,418.9,2156,29.92,69,8.383333333333333,9.466666666666667,0.0,0.0,0.0,0.5141666666666667,,122.5,208.6 
2021-12-24 00:00:00,488.03,2271,35.27,69.5,7.217777777777778,8.183333333333334,0.0,0.0,0.0,0.28194444444444444,,107, 
2021-12-25 00:00:00,469.46,2209,16.89,73.5,6.691666666666667,7.2,0.0,0.0,0.0,0.0,,106, 
2021-12-26 00:00:00,502.55,2344,29.78,74,6.633333333333334,7.002222222222223,0.0,0.0,0.0,0.3825,,98, 
2021-12-27 00:00:00,419.06,2258,34.65,70.4,6.8500000000000005,7.5536111111111115,0.0,0.0,0.0,0.9233333333333333,,, 
2021-12-28 00:00:00,496.37,2306,25.76,78,5.700000000000001,7.829731408589416,0.0,0.0,0.0,0.0,,106, 
2021-12-29 00:00:00,479.54,2281,20.48,72,,,,,,,,104, 
2021-12-30 00:00:00,500.57,2341,,81,6.6775,8.65,0.0,0.0,0.0,1.4055555555555554,,113, 
2021-12-31 00:00:00,577.14,2305,17.66,73,8.025,9.466666666666667,0.0,0.0,0.0,0.8619096933801969,28.7,104.5, 
2022-01-01 00:00:00,426.93,2264,22.34,70.43,7.441666666666667,8.4,0.0,0.0,0.0,1.7005555555555554,,93, 
2022-01-02 00:00:00,1022,2331,19.04,75,8.158333333333333,8.733333333333333,0.0,0.0,0.0,0.0,28.53,115, 
2022-01-03 00:00:00,515.61,2332,20.91,70.6,6.541666666666667,8.379351568486955,0.0,0.0,0.0,0.4083333333333333,,112.5, 
2022-01-04 00:00:00,802.32,2370,25.94,72,7.125000000000001,8.237222222222222,0.0,0.0,0.0,0.7497222222222222,28.03,130, 
2022-01-05 00:00:00,779.02,2335,28.33,73,,,,,,,28.02,97, 
2022-01-06 00:00:00,757.26,2378,23.29,73,7.608333333333333,8.561515640848212,0.0,0.0,0.0,0.32805555555555554,28.17,129, 
2022-01-07 00:00:00,526.68,2384,17.2,75.5,,,,,,,,100, 
2022-01-08 00:00:00,1127,2255,18.02,72.5,8.452848949465487,8.869793393909932,0.0,0.0,0.0,0.41638888888888886,28.1,116.5, 
2022-01-09 00:00:00,1191,2353,15.2,76.5,6.4750000000000005,7.682335423595376,0.0,0.0,0.0,0.0,27.83,117, 
2022-01-10 00:00:00,624.66,2326,23.48,72.5,7.291666666666667,8.863683006399208,0.0,0.0,0.0,0.8277777777777777,27.89,131, 
2022-01-11 00:00:00,549.96,2331,17.31,66.25,7.317222222222222,8.124193987747033,0.0,0.0,0.0,0.2658333333333333,,96, 
2022-01-12 00:00:00,482.78,2311,22.48,69.5,7.958333333333334,10.066666666666666,0.0,0.0,0.0,1.2647222222222223,,96, 
2022-01-13 00:00:00,511.33,2319,17.35,71.5,6.841666666666668,8.149458049635092,0.0,0.0,0.0,0.0,,107, 
2022-01-14 00:00:00,498.92,2315,26.51,69.33,7.0,7.766666666666667,0.0,0.0,0.0,0.0,,96.5, 
2022-01-15 00:00:00,1536,2393,20.83,70,7.166666666666668,9.383333333333333,0.0,0.0,0.0,0.5661111111111111,27.8,137, 
2022-01-16 00:00:00,707.98,2280,22.37,70,8.58361111111111,8.966666666666667,0.0,0.0,0.0,0.0,27.72,109, 
2022-01-17 00:00:00,764.82,2333,18.41,71,7.016666666666667,7.689692930016252,0.0,0.0,0.0,0.0,27.9,118,208.2 
2022-01-18 00:00:00,691.24,2322,17.91,66,,,,,,,28.16,120, 
2022-01-19 00:00:00,493.86,2340,20.79,69.5,8.174999999999999,9.06059950682852,0.0,0.0,0.0,0.5213888888888889,,99, 
2022-01-20 00:00:00,550.82,2389,21.4,66.33,8.183333333333334,8.983333333333333,0.0,0.0,0.0,0.7497222222222222,,96, 
2022-01-21 00:00:00,757.97,2272,19.85,72.5,8.508333333333333,9.3,0.0,0.0,0.0,0.0,28.37,122, 
2022-01-22 00:00:00,1473,2331,25.44,67.33,15.25,8.816666666666666,0.0,0.0,0.0,0.5369444444444444,28.71,97.5, 
2022-01-23 00:00:00,831.4,2264,21.72,73,6.633333333333334,9.258134793043137,0.0,0.0,0.0,0.0,28.51,123, 
2022-01-24 00:00:00,729.54,2288,22.44,69.5,,,,,,,28.56,129, 
2022-01-25 00:00:00,739.23,2273,25.51,69.5,8.250277777777777,8.7,0.0,0.0,0.0,0.0,28.46,131, 
2022-01-26 00:00:00,918.74,2355,21.83,67,8.708333333333334,10.0,0.0,0.0,0.0,0.5905555555555555,28.5,110, 
2022-01-27 00:00:00,672.02,2466,19.69,73.5,3.316666666666667,5.055625568264061,0.0,0.0,0.0,0.0,,115, 
2022-01-28 00:00:00,985.02,2409,33.52,76.5,8.45,9.216666666666667,0.0,0.0,0.0,0.33305555555555555,,113, 
2022-01-29 00:00:00,543.41,2227,10.69,83,6.875000000000001,7.366666666666666,0.0,0.0,0.0,0.0,,114, 
2022-01-30 00:00:00,886.35,2495,33.37,72,,,,,,,,, 
2022-01-31 00:00:00,520.56,2178,28.14,66,1.7999999999999998,3.033333333333333,0.0,0.0,0.0,0.0,,, 
2022-02-01 00:00:00,466.98,2321,27.99,69,10.05,11.95,0.0,0.0,0.0,1.346111111111111,,, 
2022-02-02 00:00:00,692.59,2278,23.07,70,8.349166666666667,9.433928190337287,0.0,0.0,0.0,0.0,28.83,120, 
2022-02-03 00:00:00,875.84,2331,23.03,69.33,8.325,9.65,0.0,0.0,0.0,2.495,29.11,116, 
2022-02-04 00:00:00,500.05,2264,31.36,69.5,8.125,8.95,0.0,0.0,0.0,2.0305555555555554,,91, 
2022-02-05 00:00:00,2336,2328,11.65,84,,,,,,,29.1,110, 
2022-02-06 00:00:00,635.54,2198,20.7,70,8.817811841964721,9.318089619742498,0.0,0.0,0.0,0.49972222222222223,29.34,115,208.8 
2022-02-07 00:00:00,478.85,2267,27.64,64,,,,,,,,96, 
2022-02-08 00:00:00,545.88,2358,23.73,68.5,7.700000000000002,9.530585917565558,0.0,0.0,0.0,1.4322222222222223,,96, 
2022-02-09 00:00:00,656.51,2276,18.46,71.5,9.008333333333333,9.816666666666666,0.0,0.0,0.0,0.1663888888888889,29.67,119, 
2022-02-10 00:00:00,594.74,2257,20.05,66.14,,,,,,,29.83,107, 
2022-02-11 00:00:00,713.1,2355,35.86,69.25,8.409722222222221,9.274722222222222,0.0,0.0,0.0,0.25666666666666665,29.89,115, 
2022-02-12 00:00:00,530.98,2166,24.39,63.33,8.0,8.85,0.0,0.0,0.0,0.7497222222222222,30.06,112, 
2022-02-13 00:00:00,1613,2280,17.45,66,,,,,,,29.99,123, 
2022-02-14 00:00:00,454.12,2231,32.32,74,8.578888888888889,9.507926360401843,0.0,0.0,0.0,0.08,,95, 
2022-02-15 00:00:00,502.2,2277,30.52,61.33,,,,,,,,102, 
2022-02-16 00:00:00,522.23,2308,20.86,65.75,6.654722222222222,9.575720542238818,0.0,0.0,0.0,0.0,,93, 
2022-02-17 00:00:00,767.06,2240,22.9,68.5,7.283333333333333,8.204367327789466,0.0,0.0,0.0,0.0,29.81,97, 
2022-02-18 00:00:00,840.41,2313,24.46,68,6.8500000000000005,7.471624278624852,0.0,0.0,0.0,0.0,29.77,101, 
2022-02-19 00:00:00,835.21,2322,21.37,67.5,8.675,10.133333333333333,0.0,0.0,0.0,0.7497222222222222,29.83,101, 
2022-02-20 00:00:00,1026,2309,23.06,63.5,7.916666666666667,8.633333333333333,0.0,0.0,0.0,0.66,,110, 
2022-02-21 00:00:00,698.77,2261,20.8,68.67,5.866666666666667,6.45,0.0,0.0,0.0,0.0,30.16,89, 
2022-02-22 00:00:00,484.58,2330,25.69,67.5,7.344444444444444,7.6,0.0,0.0,0.0,0.0,,, 
2022-02-23 00:00:00,755.69,2211,21.29,69.5,8.581666666666667,9.750833333333333,0.0,0.0,0.0,1.1675,30.59,137, 
2022-02-24 00:00:00,444.21,2236,20.53,67,7.683333333333333,8.5,0.0,0.0,0.0,0.31,,94, 
2022-02-25 00:00:00,765.98,2258,23.14,68.5,8.024722222222222,8.7,0.0,0.0,0.0,0.35194444444444445,30.58,113, 
2022-02-26 00:00:00,1577,2268,24.77,67,,,,,,,30.59,117, 
2022-02-27 00:00:00,825.71,2247,37.71,72,9.220763738950094,9.220763738950094,0.0,0.0,0.0,0.0,30.64,100, 
2022-02-28 00:00:00,1060,2288,25.23,67,9.925555555555555,10.683333333333334,0.0,0.0,0.0,0.5147222222222222,30.46,116, 
2022-03-01 00:00:00,666.4,2326,20.6,65.25,7.1,7.534359155562189,0.0,0.0,0.0,0.0,30.54,107, 
2022-03-02 00:00:00,588.85,2271,31.2,64.5,,,,,,,30.61,104, 
2022-03-03 00:00:00,791.26,2232,21.46,62.4,8.059444444444445,9.239444444444445,0.0,0.0,0.0,1.1783333333333332,,149, 
2022-03-04 00:00:00,787.67,2232,21.44,64.5,7.300000000000001,8.482937539451653,0.0,0.0,0.0,0.0,30.39,116, 
2022-03-05 00:00:00,1225,2047,7.59,74,9.473492045270072,11.22230175604423,0.0,0.0,0.0,1.7465874885519348,,113.5, 
2022-03-06 00:00:00,1657,2286,22.09,65.4,8.411111111111111,8.716666666666667,0.0,0.0,0.0,0.0,,113.5, 
2022-03-07 00:00:00,984.99,2296,25.41,64.67,8.833333333333332,9.816666666666666,0.0,0.0,0.0,0.5513888888888889,30.03,129, 
2022-03-08 00:00:00,882.09,2275,24.08,66.5,7.966666666666667,9.166666666666666,0.0,0.0,0.0,0.5269444444444444,,102, 
2022-03-09 00:00:00,514.5,2251,25.49,64.5,8.308333333333334,9.933333333333334,0.0,0.0,0.0,1.0247222222222223,,114.5,209.2 
2022-03-10 00:00:00,1077,2348,40.91,73,2.8666666666666667,3.55,0.0,0.0,0.0,1.36954053895341,29.52,136, 
2022-03-11 00:00:00,579.79,2284,26.77,63.5,8.508333333333333,8.766666666666667,0.0,0.0,0.0,0.0,,110.5, 
2022-03-12 00:00:00,677.84,2306,27.46,73,7.816666666666667,8.083333333333334,0.0,0.0,0.0,0.0,,97, 
2022-03-13 00:00:00,842.48,2237,22.56,67.5,,,,,,,,95.5, 
2022-03-14 00:00:00,579.25,2349,22.34,62,6.733333333333335,7.800000000000001,0.0,0.0,0.0,0.27829845630460315,,, 
2022-03-15 00:00:00,419.43,2170,34.45,74,0.6308012691471312,8.500545384453403,0.0,0.0,0.0,0.0,,123.5, 
2022-03-16 00:00:00,444.6,2294,28.37,66.25,16.071944444444444,9.583333333333334,0.0,0.0,0.0,0.7497222222222222,,82, 
2022-03-17 00:00:00,491.24,2288,27.21,65.67,8.866666666666665,9.65,0.0,0.0,0.0,0.7497222222222222,,95, 
2022-03-18 00:00:00,658.52,2234,25.15,72,17.55083333333333,10.383333333333333,0.0,0.0,0.0,0.58,29.06,127, 
2022-03-19 00:00:00,992.94,2211,25.05,67,8.166666666666666,8.4,0.0,0.0,0.0,0.0,29.08,122, 
2022-03-20 00:00:00,1249,2281,34.49,67.5,7.516666666666667,8.233333333333333,0.0,0.0,0.0,0.8638888888888888,29.18,106,207.6 
2022-03-21 00:00:00,1135,2322,22.46,70.5,8.216666666666667,8.966666666666667,0.0,0.0,0.0,0.49972222222222223,29.03,107, 
2022-03-22 00:00:00,717.78,2307,24.24,70,,,,,,,28.92,124, 
2022-03-23 00:00:00,919.94,2279,28.82,69.5,15.098888888888888,15.555,0.0,0.0,0.0,0.2275,28.75,130, 
2022-03-24 00:00:00,761.98,2302,22.85,66.33,11.712777777777777,9.416666666666666,0.0,0.0,0.0,0.3308333333333333,28.76,123, 
2022-03-25 00:00:00,708.5,2243,37.45,62.86,8.725,9.533333333333333,0.0,0.0,0.0,0.5230555555555556,29.07,119, 
2022-03-26 00:00:00,1331,2270,29.39,66.5,8.716666666666667,9.666666666666666,0.0,0.0,0.0,0.9141666666666667,29.05,112.5, 
2022-03-27 00:00:00,840.23,2224,30.62,60.33,10.095277777777778,10.590833333333334,0.0,0.0,0.0,0.495,29.05,114, 
2022-03-28 00:00:00,419.29,2217,30.67,59.33,8.983333333333334,10.2,0.0,0.0,0.0,0.5563888888888888,,89.5, 
2022-03-29 00:00:00,709.54,2225,24.89,62.33,8.307500000000001,9.35,0.0,0.0,0.0,0.5569444444444445,29.04,107, 
2022-03-30 00:00:00,1043,2247,26.47,61.67,9.750277777777777,10.116666666666667,0.0,0.0,0.0,0.49972222222222223,28.83,126,206 
2022-03-31 00:00:00,854.91,2232,23.83,66,7.166944444444445,7.75,0.0,0.0,0.0,0.0,28.85,123, 
2022-04-01 00:00:00,756.86,2216,34.12,63,8.6,9.716666666666667,0.0,0.0,0.0,0.7497222222222222,28.99,128, 
2022-04-02 00:00:00,1498,2289,25.37,65.25,8.0,8.75,0.0,0.0,0.0,0.49972222222222223,28.88,145, 
2022-04-03 00:00:00,671.5,2201,38.62,60.2,8.108333333333333,8.383333333333333,0.0,0.0,0.0,0.0,28.98,123,206.2 
2022-04-04 00:00:00,608.07,2223,38.12,60,7.225,7.945368694994185,0.0,0.0,0.0,0.0,29.15,111, 
2022-04-05 00:00:00,782.64,2263,28.64,62,9.525277777777777,10.116666666666667,0.0,0.0,0.0,0.1411111111111111,,113, 
2022-04-06 00:00:00,808.94,2273,25.11,65.5,9.519444444444444,10.0,0.0,0.0,0.0,0.0,29.25,103, 
2022-04-07 00:00:00,792.53,2214,21.14,67.5,9.008333333333331,10.116666666666667,0.0,0.0,0.0,0.5272222222222223,29.32,93, 
2022-04-08 00:00:00,1226,2278,23.93,67,7.633333333333334,8.516666666666667,0.0,0.0,0.0,0.5652777777777778,29.52,95, 
2022-04-09 00:00:00,663.51,2349,28.09,63.5,16.599999999999994,9.366666666666667,0.0,0.0,0.0,0.0,,96, 
2022-04-10 00:00:00,803.86,2237,27.7,66,15.250277777777777,8.7,0.0,0.0,0.0,0.24972222222222223,29.55,124, 
2022-04-11 00:00:00,1956,2375,35.17,66.8,,,,,,,,99, 
2022-04-12 00:00:00,568.57,2223,34.08,65.67,11.869166666666668,8.194880545271767,0.0,0.0,0.0,2.4930555555555554,,89, 
2022-04-13 00:00:00,619.9,2276,23.53,67.5,8.016666666666667,8.95,0.0,0.0,0.0,0.0,,85, 
2022-04-14 00:00:00,480.55,2270,25.94,67,8.341666666666665,8.6,0.0,0.0,0.0,0.0,,104, 
2022-04-15 00:00:00,742.34,2226,30.86,64.67,7.841666666666667,8.466666666666667,0.0,0.0,0.0,0.0,29.56,105, 
2022-04-16 00:00:00,1159,2246,30.17,67,6.600000000000001,7.066666666666666,0.0,0.0,0.0,0.0,29.7,105, 
2022-04-17 00:00:00,740.33,2255,22.31,66,8.133333333333335,9.3,0.0,0.0,0.0,0.0,29.78,129, 
2022-04-18 00:00:00,764.24,2260,27.52,66.75,7.540555555555556,8.05,0.0,0.0,0.0,0.4519444444444444,29.86,96,203.4 
2022-04-19 00:00:00,600.84,2253,24.31,68,7.25,8.883333333333333,0.0,0.0,0.0,0.24972222222222223,,114, 
2022-04-20 00:00:00,1366,2207,21.89,67.5,8.283333333333333,8.716666666666667,0.0,0.0,0.0,0.0,30.16,120, 
2022-04-21 00:00:00,671.98,2206,28.32,64.5,8.629722222222222,9.333333333333334,0.0,0.0,0.0,0.08305555555555555,30.39,119, 
2022-04-22 00:00:00,415.52,2172,21.9,62.67,7.891666666666668,8.583333333333334,0.0,0.0,0.0,0.49972222222222223,,94, 
2022-04-23 00:00:00,1185,2239,26.89,66.5,8.924444444444445,9.366666666666667,0.0,0.0,0.0,0.0,30.28,87, 
2022-04-24 00:00:00,1312,2238,17.04,65,6.516666666666667,7.67882718483607,0.0,0.0,0.0,0.0,30.3,101.5, 
2022-04-25 00:00:00,602.95,2277,17.47,65,8.423055555555555,8.423055555555555,0.0,0.0,0.0,0.0,,99.5, 
2022-04-26 00:00:00,657.27,2259,32.37,62,,,,,,,,90, 
2022-04-27 00:00:00,1311,2265,26.12,62.25,7.624999999999999,8.50057290888495,0.0,0.0,0.0,1.6822222222222223,30.67,110, 
2022-04-28 00:00:00,984.57,2302,22.62,66,7.116666666666667,7.874356625278791,0.0,0.0,0.0,0.0,,94,204.4 
2022-04-29 00:00:00,432.99,2257,26.06,64.67,8.085,8.116666666666667,0.0,0.0,0.0,0.0,,97.5,204 
2022-04-30 00:00:00,1422,2247,28.41,65.75,8.633333333333333,9.616666666666667,0.0,0.0,0.0,0.5516666666666666,30.89,98,203.2 
2022-05-01 00:00:00,569.45,2235,20.46,66,7.1325,8.023333333333333,0.0,0.0,0.0,0.0,,105, 
2022-05-02 00:00:00,745,2217,25.27,65,9.776788984636466,9.9,0.0,0.0,0.0,0.0,30.79,100.5, 
2022-05-03 00:00:00,564.23,2210,23.81,63.11,7.612777777777778,7.662103987766637,0.0,0.0,0.0,0.0,,98, 
2022-05-04 00:00:00,681.84,2224,20,65.33,7.050000000000001,7.55,0.0,0.0,0.0,0.08305555555555555,31.04,119, 
2022-05-05 00:00:00,1244,2280,34.72,65.33,8.194722222222222,8.456666699151198,0.0,0.0,0.0,0.0,31.08,104, 
2022-05-06 00:00:00,483.05,2231,22.85,67,8.174999999999999,8.833333333333334,0.0,0.0,0.0,0.7991666666666667,,99, 
2022-05-07 00:00:00,552.59,2194,22.67,61.62,7.150000000000001,8.355666717886924,0.0,0.0,0.0,0.0,,106, 
2022-05-08 00:00:00,460.91,2181,20.46,60.75,8.158333333333333,8.616666666666667,0.0,0.0,0.0,0.0,,90, 
2022-05-09 00:00:00,965.52,2198,17.68,62.33,8.916666666666666,9.616666666666667,0.0,0.0,0.0,0.49972222222222223,31.37,117, 
2022-05-10 00:00:00,559.55,2243,21.22,65,6.816666666666667,7.816666666666666,0.0,0.0,0.0,2.285833333333333,,96, 
2022-05-11 00:00:00,995.57,2230,29.72,61.67,9.067222222222222,9.55,0.0,0.0,0.0,0.3111111111111111,31.48,79, 
2022-05-12 00:00:00,588.2,2241,16.72,61.4,8.710555555555555,8.710555555555555,0.0,0.0,0.0,0.0,,100.5, 
2022-05-13 00:00:00,617.24,2208,24.88,64.33,8.227222222222222,9.333333333333334,0.0,0.0,0.0,0.8325,31.51,107, 
2022-05-14 00:00:00,467.15,2181,21.99,64.33,9.635277777777777,9.702222222222222,0.0,0.0,0.0,0.06638888888888889,,93, 
2022-05-15 00:00:00,761.49,2116,25.8,62.5,9.833333333333332,10.933333333333334,0.0,0.0,0.0,0.7497222222222222,31.67,94,202.8 
2022-05-16 00:00:00,778.62,2210,22.98,67,6.567222222222222,7.663333333333333,0.0,0.0,0.0,0.49972222222222223,31.76,102, 
2022-05-17 00:00:00,773.08,2291,19.34,68.5,,,,,,,,101, 
2022-05-18 00:00:00,724.84,2240,21.17,66.5,7.528333333333333,7.733333333333333,0.0,0.0,0.0,0.0,31.85,112, 
2022-05-19 00:00:00,1306,2279,26.48,63.43,7.916666666666668,8.85,0.0,0.0,0.0,0.0,31.95,107, 
2022-05-20 00:00:00,617.81,2177,27.44,65,7.741666666666667,8.533333333333333,0.0,0.0,0.0,0.0,,91.5,202.4 
2022-05-21 00:00:00,815.04,2198,28.77,60.58,8.524999999999999,9.016666666666667,0.0,0.0,0.0,0.0,31.87,109, 
2022-05-22 00:00:00,1693,2299,32.8,61.75,5.508333333333334,8.48638888888889,0.0,0.0,0.0,0.0,,95, 
2022-05-23 00:00:00,907.79,2238,26.5,61.2,9.066666666666668,9.983333333333333,0.0,0.0,0.0,0.0,31.99,112,201.8 
2022-05-24 00:00:00,884.9,2218,22.13,67,7.166666666666667,8.320142703321245,0.0,0.0,0.0,0.0,32.03,103.5, 
2022-05-25 00:00:00,770.88,2172,25.27,63,8.883333333333333,10.116666666666667,0.0,0.0,0.0,0.0,,85, 
2022-05-26 00:00:00,549.8,2222,27.14,61,7.075000000000001,7.948902012209097,0.0,0.0,0.0,0.0,,, 
2022-05-27 00:00:00,1276,2301,28.85,69.5,7.3500000000000005,8.271123944719632,0.0,0.0,0.0,0.0,31.67,93.5, 
2022-05-28 00:00:00,1633,2216,24.52,67.67,8.75,10.183333333333334,0.0,0.0,0.0,0.0,31.84,115.5, 
2022-05-29 00:00:00,497.89,2190,32.25,66,6.658333333333334,8.033333333333333,0.0,0.0,0.0,0.0,,91, 
2022-05-30 00:00:00,508.4,2176,22.95,60.88,7.566666666666667,8.426415712767177,0.0,0.0,0.0,0.0,,96, 
2022-05-31 00:00:00,825.4,2285,24.69,63,7.325,8.916666666666666,0.0,0.0,0.0,0.0,,98, 
2022-06-01 00:00:00,761.04,2245,24.82,65.09,6.616666666666667,8.460575064718723,0.0,0.0,0.0,0.0,,101,200.8 
2022-06-02 00:00:00,1426,2239,20.33,68.5,7.458333333333334,8.4,0.0,0.0,0.0,0.0,31.85,113, 
2022-06-03 00:00:00,404.92,2201,32.08,64.5,7.008333333333334,8.1,0.0,0.0,0.0,0.0,,, 
2022-06-04 00:00:00,1345,2140,28.26,66,8.749999999999998,9.333333333333334,0.0,0.0,0.0,0.0,31.65,111, 
2022-06-05 00:00:00,1860,2250,42.35,66.5,7.008333333333334,8.2825,0.0,0.0,0.0,0.0,31.87,115, 
