Date,Active Energy (kcal),Basal Energy Burned (kcal),Heart Rate Variability (ms),Resting Heart Rate (count/min),Sleep Analysis [Asleep] (hr),Sleep Analysis [In Bed] (hr),Sleep Analysis [Core] (hr),Sleep Analysis [Deep] (hr),Sleep Analysis [REM] (hr),Sleep Analysis [Awake] (hr),VO2 Max (ml/(kg·min)),Walking Heart Rate Average (count/min),Weight & Body Mass (lb) 
2023-01-30 00:00:00,695.74,2059,26.04,66.5,9.158333333333331,9.666666666666666,0.0,0.0,0.0,0.0,32.24,109, 
2023-01-31 00:00:00,450.36,2041,28.07,64,7.216666666666667,8.216666666666667,0.0,0.0,0.0,0.0,,99,190.2 
2023-02-01 00:00:00,597.94,2066,25.54,63.33,8.616666666666665,9.733333333333333,5.1916666666666655,1.125,1.6083333333333334,0.15,32.45,104,189.4 
2023-02-02 00:00:00,703.45,1976,36.54,62,8.566666666666666,8.866666666666667,5.158333333333333,0.6416666666666667,1.6166666666666667,0.025,32.44,88, 
2023-02-03 00:00:00,507.47,1959,37.75,59.5,8.583333333333332,11.016666666666667,5.666666666666666,0.6166666666666666,2.05,0.9916666666666668,32.52,99,190.2 
2023-02-04 00:00:00,597.19,1930,31.97,61.5,,,,,,,32.83,96,191 
2023-02-05 00:00:00,2365,2041,30.36,63,6.975000000000001,7.4,4.283333333333333,0.9249999999999999,1.8666666666666667,0.7250000000000001,32.83,92, 
2023-02-06 00:00:00,566.05,2074,32.54,64,8.233333333333333,8.75,5.75,0.6583333333333334,1.7249999999999999,0.3916666666666668,32.9,93,192 
2023-02-07 00:00:00,772.1,2021,30.9,64.5,7.308333333333334,7.766666666666667,5.608333333333333,0.525,1.0916666666666668,0.049999999999999996,33.03,94,191.2 
2023-02-08 00:00:00,669.03,1994,35.37,63.5,8.133333333333333,8.716666666666667,5.375,0.8666666666666667,2.058333333333333,0.19166666666666665,,97.5,188.8 
2023-02-09 00:00:00,941.96,2039,28.99,64,7.9750000000000005,8.283333333333333,5.991666666666667,0.65,1.4166666666666667,0.05,32.8,89,190.6 
2023-02-10 00:00:00,394.17,1965,41.45,62.5,8.9,9.316666666666666,5.599999999999999,0.7916666666666667,1.6916666666666667,0.058333333333333334,,95.5,190 
2023-02-11 00:00:00,627.96,1962,36.56,61.67,8.941666666666666,10.8,5.225,0.44166666666666665,2.2666666666666666,0.3583333333333334,,90.5,191.2 
2023-02-12 00:00:00,1181,1951,31.4,64.5,8.708333333333332,9.816666666666666,5.591666666666667,0.6833333333333333,1.625,0.7416666666666666,31.92,102.5,189.2 
2023-02-13 00:00:00,391.51,1964,45.56,63,8.183333333333334,8.65,4.816666666666667,0.5666666666666667,2.3,0.058333333333333334,,87,190.8 
2023-02-14 00:00:00,691.14,2014,42.72,62,7.658333333333334,8.316666666666666,5.008333333333334,0.42500000000000004,1.8249999999999997,0.06666666666666667,32.83,89,191 
2023-02-15 00:00:00,554.85,2001,29.78,60.5,8.458333333333334,10.116666666666667,4.925,0.825,2.1999999999999997,1.3833333333333333,,87.5,191.6 
2023-02-16 00:00:00,421.69,1970,32.84,60.5,7.983333333333333,8.35,4.833333333333334,1.0333333333333332,1.9916666666666667,0.008333333333333333,,92,190 
2023-02-17 00:00:00,660.66,1964,29.89,60.5,7.083333333333334,9.116666666666667,5.508333333333332,0.7666666666666667,1.975,0.5583333333333333,,87,190.2 
2023-02-18 00:00:00,922.73,1937,28.89,63,,,,,,,32.69,90,190.4 
2023-02-19 00:00:00,991.5,1978,34.42,63,8.058333333333332,8.416666666666666,5.566666666666667,0.6666666666666666,1.8833333333333333,0.7416666666666668,33.03,108,192 
2023-02-20 00:00:00,475.98,1914,36.05,65.67,0.0,8.375,5.883333333333334,0.6333333333333333,1.8083333333333333,0.016666666666666666,40,99,191.8 
2023-02-21 00:00:00,1173,2000,36.59,64,8.65,10.016666666666667,5.908333333333333,0.9333333333333333,1.333333333333333,0.4166666666666667,33.06,96.5,192.4 
2023-02-22 00:00:00,783.68,2042,41.74,62.5,8.108333333333333,8.65,5.266666666666667,0.75,2.091666666666667,0.275,,96.5,191.4 
2023-02-23 00:00:00,827.29,1976,28.86,63,7.7250000000000005,8.75,5.541666666666667,0.6,1.6416666666666666,0.5416666666666667,33.23,87,190.8 
2023-02-24 00:00:00,382.85,1824,32,63,7.275000000000001,9.45,4.591666666666667,0.8833333333333333,1.7833333333333334,0.04166666666666667,,98,190.2 
2023-02-25 00:00:00,441.5,1922,34.8,62,9.966666666666669,11.966666666666667,5.116666666666666,0.8416666666666667,2.15,0.05,,84,190 
2023-02-26 00:00:00,351.16,1910,35.47,63,7.358333333333333,7.7,5.349999999999999,0.275,1.875,0.058333333333333334,,95,191.4 
2023-02-27 00:00:00,393.69,1952,28.56,63.67,8.316666666666668,10.433333333333334,5.458333333333334,0.025,2.2500000000000004,0.4583333333333334,,73,190.6 
2023-02-28 00:00:00,483.89,2036,30.47,62.5,8.325,9.1,5.733333333333334,0.5166666666666667,1.5583333333333331,0.5833333333333334,,86.5,191 
2023-03-01 00:00:00,721.47,2068,30.14,61.5,7.833333333333334,9.066666666666666,5.475,0.9750000000000001,1.9416666666666667,0.325,33.27,104,189.4 
2023-03-02 00:00:00,909.78,1967,29.21,63,8.183333333333332,8.666666666666666,5.283333333333334,0.7166666666666667,2.0583333333333336,0.016666666666666666,,101,189.2 
2023-03-03 00:00:00,369.99,2006,27.03,62.5,8.691666666666665,9.733333333333333,4.858333333333334,0.825,2.3333333333333335,0.675,,93.5,188.6 
2023-03-04 00:00:00,400.63,1086,24.22,67.5,,,,,,,33.24,110,188.4 
